"NO    ","Date      ","Time      ","  T1  ","T1 Type","  T2  ","T2 Type","  T3  ","T3 Type","  T4  ","T4 Type","T1-T2 ","T3-T4 ","Unit"
"0180  ","6/2/2017  ","16:06:36  ","-39.1 ","K      ","-34.4 ","K      ","17.4  ","K      ","21.7  ","K      ","-4.7  ","-4.3  ","°C  "
"0181  ","6/2/2017  ","16:06:37  ","-39.1 ","K      ","-34.4 ","K      ","17.3  ","K      ","21.7  ","K      ","-4.7  ","-4.4  ","°C  "
"0182  ","6/2/2017  ","16:06:38  ","-39.1 ","K      ","-34.4 ","K      ","17.3  ","K      ","21.7  ","K      ","-4.7  ","-4.4  ","°C  "
"0183  ","6/2/2017  ","16:06:39  ","-39.1 ","K      ","-34.4 ","K      ","17.3  ","K      ","21.7  ","K      ","-4.7  ","-4.4  ","°C  "
"0184  ","6/2/2017  ","16:06:40  ","-39.2 ","K      ","-34.4 ","K      ","17.3  ","K      ","21.7  ","K      ","-4.8  ","-4.4  ","°C  "
"0185  ","6/2/2017  ","16:06:41  ","-39.2 ","K      ","-34.4 ","K      ","17.3  ","K      ","21.7  ","K      ","-4.8  ","-4.4  ","°C  "
"0186  ","6/2/2017  ","16:06:42  ","-39.2 ","K      ","-34.5 ","K      ","17.6  ","K      ","21.7  ","K      ","-4.7  ","-4.1  ","°C  "
"0187  ","6/2/2017  ","16:06:43  ","-39.2 ","K      ","-34.5 ","K      ","17.5  ","K      ","21.7  ","K      ","-4.7  ","-4.2  ","°C  "
"0188  ","6/2/2017  ","16:06:44  ","-39.2 ","K      ","-34.5 ","K      ","17.5  ","K      ","21.7  ","K      ","-4.7  ","-4.2  ","°C  "
"0189  ","6/2/2017  ","16:06:45  ","-39.2 ","K      ","-34.5 ","K      ","17.4  ","K      ","21.7  ","K      ","-4.7  ","-4.3  ","°C  "
"0190  ","6/2/2017  ","16:06:46  ","-39.2 ","K      ","-34.5 ","K      ","17.5  ","K      ","21.7  ","K      ","-4.7  ","-4.2  ","°C  "
"0191  ","6/2/2017  ","16:06:47  ","-39.2 ","K      ","-34.5 ","K      ","17.7  ","K      ","21.7  ","K      ","-4.7  ","-4.0  ","°C  "
"0192  ","6/2/2017  ","16:06:48  ","-39.3 ","K      ","-34.5 ","K      ","17.6  ","K      ","21.7  ","K      ","-4.8  ","-4.1  ","°C  "
"0193  ","6/2/2017  ","16:06:49  ","-39.3 ","K      ","-34.5 ","K      ","17.8  ","K      ","21.7  ","K      ","-4.8  ","-3.9  ","°C  "
"0194  ","6/2/2017  ","16:06:50  ","-39.2 ","K      ","-34.5 ","K      ","17.9  ","K      ","21.7  ","K      ","-4.7  ","-3.8  ","°C  "
"0195  ","6/2/2017  ","16:06:51  ","-39.2 ","K      ","-34.5 ","K      ","17.7  ","K      ","21.7  ","K      ","-4.7  ","-4.0  ","°C  "
"0196  ","6/2/2017  ","16:06:52  ","-39.2 ","K      ","-34.5 ","K      ","17.7  ","K      ","21.7  ","K      ","-4.7  ","-4.0  ","°C  "
"0197  ","6/2/2017  ","16:06:53  ","-39.2 ","K      ","-34.5 ","K      ","17.9  ","K      ","21.7  ","K      ","-4.7  ","-3.8  ","°C  "
"0198  ","6/2/2017  ","16:06:54  ","-39.1 ","K      ","-34.5 ","K      ","18.0  ","K      ","21.7  ","K      ","-4.6  ","-3.7  ","°C  "
"0199  ","6/2/2017  ","16:06:55  ","-39.2 ","K      ","-34.5 ","K      ","18.1  ","K      ","21.7  ","K      ","-4.7  ","-3.6  ","°C  "
"0200  ","6/2/2017  ","16:06:56  ","-39.2 ","K      ","-34.5 ","K      ","18.2  ","K      ","21.7  ","K      ","-4.7  ","-3.5  ","°C  "
"======","==========","==========","======","=======","======","=======","======","=======","======","=======","======","======","===="
"T1 MAX :","50.3","17:37:22"
"T1 MIN :","-40.3","16:16:09"
""
"T2 MAX :","46.8","17:37:26"
"T2 MIN :","-35.9","16:16:17"
""
"T3 MAX :","27.7","17:36:30"
"T3 MIN :","16.3","16:15:38"
""
"T4 MAX :","25.6","17:37:32"
"T4 MIN :","21.2","16:11:29"
""
